area_type,availability,location,BHK,society,total_sqft,bath,balcony,price,latitude,longitude,price_per_sqft,dist_to_center_km,location_encoded
Plot  Area,Ready To Move,banashankari stage vi,4.0,Prestige Shantiniketan,2800.0,4,2,89.0,12.8849238,77.5154846,3178.5714285714284,13.892359831717943,104
Plot  Area,Ready To Move,bileshivale,6.0,Prestige Shantiniketan,2400.0,7,2,110.0,13.0543306,77.6710224,4583.333333333333,11.335381165933088,147
Super built-up  Area,Ready To Move,2nd phase jp nagar,2.0,Gintsar,1000.0,1,1,55.0,12.9118413,77.5905671,5500.0,7.263678515563536,12
Plot  Area,Ready To Move,ramamurthy nagar,2.0,Prestige Shantiniketan,1200.0,2,0,80.0,13.0120218,77.6777817,6666.666666666667,8.99495375171863,622
Plot  Area,Ready To Move,manjunatha layout,2.0,Prestige Shantiniketan,1200.0,2,2,125.0,13.0250058,77.7001393,10416.666666666666,11.806822968402928,506
Plot  Area,18-May,kammasandra,2.0,Daden G,1200.0,2,1,66.0,12.8607619,77.7415192,5500.0,19.706975429997165,416
Built-up  Area,Ready To Move,kashi nagar,2.0,Prestige Shantiniketan,1200.0,2,2,50.0,12.9699291,77.5724173,4166.666666666667,3.423989193263837,428
Super built-up  Area,Ready To Move,hennur,2.0,Shateor,1255.0,2,1,57.5,13.037077,77.6413572,4581.673306772908,7.890121916357726,327
Super built-up  Area,Ready To Move,hosur road,2.0,Collsrn,1085.0,2,2,30.38,12.9203466,77.6206456,2800.0,6.469934933838669,351
Super built-up  Area,18-Nov,b narayanapura,2.0,Prestige Shantiniketan,1313.0,2,1,58.27,12.9980556,77.6848622,4437.928408225438,9.170195625235745,87
Super built-up  Area,21-May,kogilu,3.0,Sourtal,1934.0,3,2,150.0,13.103973,77.6167721,7755.946225439504,14.199958276852136,452
Super built-up  Area,Ready To Move,harlur,2.0,Sancyi ,1200.0,2,1,49.5,12.9144629,77.6636976,4125.0,9.473654657559626,318
Super built-up  Area,Ready To Move,uttarahalli,6.0,PoetyHo,3600.0,6,2,120.0,12.9055682,77.5455438,3333.3333333333335,10.025399826859365,748
Super built-up  Area,19-Dec,old madras road,2.0,SheldGr,935.0,2,1,45.0,12.9835502,77.6390093,4812.834224598931,3.9563843527797897,570
Built-up  Area,Ready To Move,bommasandra,2.0,Vaodspe,877.0,2,2,30.0,13.0544346,77.5593269,3420.752565564424,9.872898113180478,151
Super built-up  Area,Ready To Move,ashwathnagar,2.0,GMentAp,936.0,2,2,42.0,13.0259402,77.5795403,4487.179487179487,6.066528692557747,79
Super built-up  Area,Ready To Move,nagasandra,3.0,Prestige Shantiniketan,1470.0,2,2,110.0,13.0479536,77.5001422,7482.993197278912,13.713715110231965,537
Built-up  Area,Ready To Move,upkar layout,1.0,Prestige Shantiniketan,1050.0,1,1,70.0,12.9607352,77.4831822,6666.666666666667,13.145854340176404,747
Super built-up  Area,19-Mar,hennur road,2.0,Puachal,1232.0,2,0,69.61,13.033236,77.6314559,5650.162337662337,7.000368584465666,330
Super built-up  Area,Ready To Move,ambedkar nagar,3.0,SoechHa,2225.0,4,2,169.0,12.9490851,77.6184873,7595.505617977528,3.4322317448813515,57
Plot  Area,Ready To Move,sunkadakatte,3.0,Prestige Shantiniketan,1200.0,2,0,80.0,12.995024,77.5065272,6666.666666666667,10.70137229829385,710
Super built-up  Area,Ready To Move,dasarahalli,3.0,Sooneoo,1901.0,3,2,119.0,12.9784134,77.5427194,6259.863229879011,6.57682411198543,212
Super built-up  Area,18-Dec,sarjapur  road,3.0,Klark L,1819.0,3,2,100.0,12.9239942,77.6530304,5497.526113249038,7.912154314694237,653
Super built-up  Area,Ready To Move,hosur main road,3.0,Prestige Shantiniketan,1464.0,3,2,56.0,12.905312,77.6303621,3825.136612021858,8.38445334023351,350
Built-up  Area,Ready To Move,9th phase jp nagar,4.0,ImiteEl,5000.0,4,3,290.0,12.9102725,77.5904548,5800.0,7.436414295981185,37
Super built-up  Area,Ready To Move,kacharakanahalli,2.0,Prestige Shantiniketan,1256.0,2,1,60.0,13.0215678,77.6309556,4777.070063694267,5.837926816016072,397
Super built-up  Area,Ready To Move,7th phase jp nagar,2.0,Prestige Shantiniketan,1100.0,2,2,44.0,12.9119693,77.5882043,4000.0,7.302975983380769,33
Plot  Area,Ready To Move,tc palaya,4.0,Prestige Shantiniketan,4800.0,3,3,302.0,13.0106104,77.6932665,6291.666666666667,10.47236211965809,725
Super built-up  Area,Ready To Move,kothanur,3.0,Prestige Shantiniketan,1435.0,3,3,70.0,13.0613601,77.6493895,4878.048780487805,10.655945836094778,459
Super built-up  Area,Ready To Move,sarjapur  road,3.0,Ceiti I,1845.0,4,1,110.0,12.9239942,77.6530304,5962.059620596206,7.912154314694237,653
Plot  Area,Ready To Move,jigani,3.0,Prestige Shantiniketan,2400.0,4,1,130.0,12.7756195,77.6324661,5416.666666666667,22.42572754855413,386
Super built-up  Area,Ready To Move,hsr layout,2.0,NRosete,1140.0,2,2,46.0,12.9116225,77.6388622,4035.0877192982457,8.129478301094458,353
Super built-up  Area,18-Feb,ulsoor,2.0,Prestige Shantiniketan,1200.0,2,0,60.0,12.9778793,77.6246697,5000.0,2.325073087444451,745
Super built-up  Area,Ready To Move,frazer town,3.0,Asareur,1750.0,3,2,150.0,12.9975851,77.6136744,8571.42857142857,2.6099395375462424,262
Built-up  Area,Ready To Move,jalahalli west,2.0,Caiseha,1020.0,2,1,37.0,13.0533332,77.5306036,3627.450980392157,11.611077635099743,378
Built-up  Area,Ready To Move,bommanahalli,1.0,Prestige Shantiniketan,515.0,1,1,25.0,12.9089453,77.6239038,4854.368932038835,7.779621744788584,150
Super built-up  Area,Ready To Move,lingadheeranahalli,3.0,Soiewre,1893.0,3,2,140.0,13.0026688,77.4915418,7395.66825145272,12.470574404130064,487
Built-up  Area,Ready To Move,suddaguntepalya,2.0,Prestige Shantiniketan,830.0,2,0,34.0,12.931045,77.6098888,4096.385542168675,5.057350839528193,707
Built-up  Area,Ready To Move,singasandra,2.0,Prestige Shantiniketan,600.0,2,1,36.5,12.8810223,77.6490068,6083.333333333333,11.649208331221926,686
Super built-up  Area,Ready To Move,kasavanhalli,2.0,HMonymp,1200.0,2,1,78.0,12.9047595,77.6759172,6500.0,11.168251456256096,427
Super built-up  Area,19-Oct,sarjapur  road,2.0,Brareio,1233.0,2,2,77.65,12.9239942,77.6530304,6297.6480129764805,7.912154314694237,653
Super built-up  Area,Ready To Move,bannerghatta road,2.0,SNity S,1255.0,2,2,65.26,12.93345,77.6008357,5200.000000000001,4.748034896708208,113
Super built-up  Area,Ready To Move,begur road,2.0,Prestige Shantiniketan,1200.0,2,2,37.8,12.9068424,77.6283318,3149.9999999999995,8.150033758680694,126
Super built-up  Area,Ready To Move,varthur,3.0,Prestige Shantiniketan,2145.0,3,2,175.0,12.9406508,77.746988,8158.508158508159,16.081642884552437,754
Super built-up  Area,Ready To Move,kengeri,3.0,Prestige Shantiniketan,1250.0,3,3,48.0,12.9176571,77.4837568,3840.0,14.503311175021313,440
Super built-up  Area,Ready To Move,channasandra layout,2.0,Prestige Shantiniketan,1210.0,2,2,40.0,13.0059466,77.6593935,3305.785123966942,6.913072426146376,180
Super built-up  Area,Ready To Move,sarjapur  road,3.0,Shthi S,1525.0,2,2,60.0,12.9239942,77.6530304,3934.4262295081967,7.912154314694237,653
Built-up  Area,Ready To Move,kogilu,1.0,Prestige Shantiniketan,540.0,1,0,36.0,13.103973,77.6167721,6666.666666666667,14.199958276852136,452
Super built-up  Area,Ready To Move,tumkur road,3.0,Sahtsva,1240.0,2,1,84.0,13.0311709,77.5357416,6774.193548387097,9.516468165344646,740
Super built-up  Area,Ready To Move,subramanyapura,3.0,Mayne A,1245.0,2,1,68.0,12.8963963,77.5377864,5461.847389558233,11.343693901925107,706
Built-up  Area,18-May,nagavara,2.0,Prestige Shantiniketan,2200.0,2,1,55.0,13.0374647,77.623602,2500.0,7.116077894017495,538
Super built-up  Area,Ready To Move,whitefield,2.0,SrireSo,1155.0,2,1,60.0,12.9963995,77.7614229,5194.805194805195,17.298373199811177,792
Super built-up  Area,Ready To Move,doctors layout,2.0,Mavelr ,1520.0,2,3,62.0,13.0053365,77.6581854,4078.9473684210525,6.76568172227431,225
Super built-up  Area,Ready To Move,thigalarapalya,4.0,Prtanha,3122.0,6,2,245.0,13.0170955,77.4829741,7847.533632286995,13.811887290463075,733
Super built-up  Area,Ready To Move,harlur,2.0,Prncyrn,1290.0,2,1,85.0,12.9144629,77.6636976,6589.147286821705,9.473654657559626,318
Built-up  Area,Ready To Move,kannamangala,4.0,Prestige Shantiniketan,3000.0,4,0,200.0,13.0155506,77.7630303,6666.666666666667,17.86436435636153,423
Built-up  Area,Ready To Move,austin town,1.0,Prestige Shantiniketan,400.0,1,0,14.0,12.9612736,77.6152935,3500.0,2.111113930824831,83
Super built-up  Area,Ready To Move,banashankari,3.0,Prestige Shantiniketan,1340.0,2,3,53.6,12.9278196,77.556621,4000.0,7.376955548105596,97
Super built-up  Area,Ready To Move,malleshwaram,2.0,SrntsRV,900.0,2,1,95.0,13.0027353,77.5703253,10555.555555555555,4.620691158880349,501
Super built-up  Area,Ready To Move,hennur road,2.0,Koagati,987.0,2,1,49.0,13.033236,77.6314559,4964.5390070921985,7.000368584465666,330
Super built-up  Area,Ready To Move,old madras road,3.0,Brglede,1720.0,3,2,100.0,12.9835502,77.6390093,5813.953488372093,3.9563843527797897,570
Super built-up  Area,Ready To Move,hebbal,2.0,Ratlet ,1040.0,2,1,50.0,13.0382184,77.5919,4807.692307692308,6.960805553280324,322
Built-up  Area,Ready To Move,anandapura,2.0,Prestige Shantiniketan,900.0,2,0,64.0,13.0239276,77.6923621,7111.111111111111,11.005220489750155,63
Built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,Neess P,1030.0,2,1,50.0,12.932582,77.5162034,4854.368932038835,10.616098723136094,607
Super built-up  Area,Ready To Move,neeladri nagar,3.0,GeereEc,2556.0,3,2,133.0,12.8414612,77.6479661,5203.442879499217,15.684993224289984,554
Super built-up  Area,Ready To Move,basavangudi,3.0,KuisePa,1850.0,3,1,168.0,12.9421868,77.5742576,9081.081081081082,4.91656003830722,119
Super built-up  Area,18-Apr,balagere,2.0,Prestige Shantiniketan,1028.0,2,1,31.86,12.9377243,77.7280705,3099.2217898832687,14.194744165569649,93
Super built-up  Area,Ready To Move,7th phase jp nagar,2.0,BriumMi,1270.0,2,1,83.0,12.9119693,77.5882043,6535.433070866142,7.302975983380769,33
Built-up  Area,18-Mar,sahakara nagar,3.0,Prestige Shantiniketan,1655.0,3,1,115.0,13.0621474,77.5800614,6948.640483383686,9.826207692076286,642
Built-up  Area,Ready To Move,electronics city phase 1,2.0,Prestige Shantiniketan,940.0,2,1,40.0,12.8401734,77.6595099,4255.31914893617,16.24822297994129,257
Super built-up  Area,Ready To Move,domlur,2.0,IBictnd,1050.0,2,2,85.0,12.9624669,77.6381958,8095.238095238095,4.083717369976185,242
Plot  Area,Ready To Move,rajagopala nagar,4.0,Prestige Shantiniketan,600.0,4,1,40.0,13.0123112,77.5138611,6666.666666666667,10.489019115142131,609
Super built-up  Area,18-Apr,vishwapriya nagar,2.0,Aaniaa ,946.0,2,1,38.0,12.9382027,77.5235528,4016.913319238901,9.624723480900865,785
Built-up  Area,Ready To Move,cv raman nagar,3.0,VeSkyva,1726.0,3,3,145.0,12.9850987,77.6631173,8400.92699884125,6.562360825398594,207
Super built-up  Area,Ready To Move,vittasandra,2.0,Prlla C,1404.0,2,1,75.0,12.8533901,77.6383481,5341.880341880342,14.119428216433985,787
Super built-up  Area,Ready To Move,sarjapur,3.0,Prestige Shantiniketan,1525.0,2,2,48.0,12.9116225,77.6388622,3147.5409836065573,8.129478301094458,652
Super built-up  Area,Ready To Move,kengeri,2.0,Vaens G,1025.0,2,2,57.0,12.9176571,77.4837568,5560.975609756098,14.503311175021313,440
Plot  Area,Ready To Move,bahubali nagar,5.0,Prestige Shantiniketan,1575.0,4,0,150.0,13.0450669,77.5492146,9523.809523809523,9.607359109437219,92
Built-up  Area,Ready To Move,rmv 2nd stage,2.0,Prestige Shantiniketan,860.0,1,1,43.0,13.0360109,77.5695288,5000.0,7.553739842321626,632
Super built-up  Area,Ready To Move,garudachar palya,2.0,Prestige Shantiniketan,1150.0,2,1,52.75,12.9861986,77.702146,4586.95652173913,10.779855637228136,269
Super built-up  Area,18-May,banashankari,2.0,Bregae ,1310.0,2,2,80.0,12.9278196,77.556621,6106.8702290076335,7.376955548105596,97
Super built-up  Area,Ready To Move,uttarahalli,3.0,Baveles,1788.0,3,2,98.34,12.9055682,77.5455438,5500.0,10.025399826859365,748
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,GrrvaGr,1144.0,2,2,38.55,12.932582,77.5162034,3369.7552447552443,10.616098723136094,607
Super built-up  Area,18-Jul,anjanapura,2.0,Prestige Shantiniketan,1070.0,2,2,39.0,12.8580811,77.5580713,3644.8598130841124,13.969210963757185,67
Super built-up  Area,Ready To Move,nandini layout,2.0,Prestige Shantiniketan,1200.0,2,2,70.0,13.0119743,77.5348261,5833.333333333333,8.411865702440345,546
Super built-up  Area,Ready To Move,ambedkar nagar,3.0,Prestige Shantiniketan,1862.0,3,2,120.0,12.9490851,77.6184873,6444.68313641246,3.4322317448813515,57
Super built-up  Area,Ready To Move,begur road,2.0,Prestige Shantiniketan,970.0,2,2,27.0,12.9068424,77.6283318,2783.505154639175,8.150033758680694,126
Super built-up  Area,19-Mar,kasavanhalli,3.0,Oca 2 V,1646.0,3,2,79.5,12.9047595,77.6759172,4829.890643985419,11.168251456256096,427
Super built-up  Area,Ready To Move,sarjapur  road,4.0,Klark L,4395.0,4,2,242.0,12.9239942,77.6530304,5506.257110352673,7.912154314694237,653
Super built-up  Area,18-Dec,hosakerehalli,2.0,Maunt M,1085.0,2,1,47.74,12.9301881,77.5378332,4400.0,8.745472700081077,346
Super built-up  Area,Ready To Move,budigere,2.0,PrityTr,1139.0,2,2,56.8,13.1351506,77.7471989,4986.830553116769,23.503772930554565,161
Super built-up  Area,Ready To Move,haralur road,2.0,Prestige Shantiniketan,1092.0,2,2,44.0,12.9018012,77.6641767,4029.3040293040294,10.562380269703612,315
Super built-up  Area,Ready To Move,pattandur agrahara,3.0,MaidoPl,1767.0,3,2,98.0,12.9876393,77.7377718,5546.1233729485,14.643026909017697,585
Super built-up  Area,Ready To Move,bellandur,3.0,Maonsrn,1692.0,3,2,88.0,12.9361208,77.6671843,5200.945626477542,8.234473398613268,131
Built-up  Area,Ready To Move,6th phase jp nagar,3.0,Prestige Shantiniketan,1645.0,3,3,100.0,12.9135843,77.5943211,6079.0273556231,7.006311345119888,31
Super built-up  Area,Ready To Move,uttarahalli,3.0,Aklia R,1345.0,2,1,57.0,12.9055682,77.5455438,4237.918215613383,10.025399826859365,748
Super built-up  Area,Ready To Move,basapura,2.0,Krtiqa ,1100.0,2,1,60.0,12.8692966,77.6497516,5454.545454545455,12.866345637364956,115
Plot  Area,Ready To Move,kadugodi,4.0,Prestige Shantiniketan,1920.0,4,2,200.0,12.9957428,77.7579489,10416.666666666666,16.91530285154392,401
Super built-up  Area,Ready To Move,thigalarapalya,3.0,Prtanha,2072.0,4,2,150.0,13.0170955,77.4829741,7239.382239382239,13.811887290463075,733
Super built-up  Area,Ready To Move,malleshwaram,2.0,Maens G,1420.0,2,1,158.0,13.0027353,77.5703253,11126.760563380281,4.620691158880349,501
Plot  Area,Ready To Move,electronics city phase 1,3.0,Prestige Shantiniketan,2040.0,3,2,137.0,12.8401734,77.6595099,6715.686274509804,16.24822297994129,257
Super built-up  Area,Ready To Move,sarjapur  road,3.0,Prestige Shantiniketan,1220.0,3,2,56.0,12.9239942,77.6530304,4590.163934426229,7.912154314694237,653
Super built-up  Area,Ready To Move,b channasandra,2.0,Prestige Shantiniketan,1300.0,2,1,79.0,13.0099152,77.6602721,6076.923076923077,7.213315861171758,86
Super built-up  Area,21-Aug,electronics city phase 1,2.0,Prestige Shantiniketan,1150.0,2,2,39.0,12.8401734,77.6595099,3391.304347826087,16.24822297994129,257
Super built-up  Area,Ready To Move,kr puram,2.0,Prestige Shantiniketan,1470.0,2,2,86.0,13.007516,77.695935,5850.340136054422,10.6266145077556,463
Super built-up  Area,18-May,hosa road,2.0,SStusan,1063.0,2,1,31.9,12.8816077,77.6448181,3000.9407337723424,11.403534472892673,344
Super built-up  Area,Ready To Move,harappanahalli,2.0,Prestige Shantiniketan,1311.0,2,2,48.0,12.7904755,77.6226863,3661.3272311212813,20.665068825529108,317
Super built-up  Area,Ready To Move,dollars colony,4.0,Prestige Shantiniketan,3500.0,4,3,350.0,13.0413668,77.5678155,10000.0,8.162991853351782,240
Super built-up  Area,Ready To Move,arehalli,3.0,Prestige Shantiniketan,1400.0,2,2,55.0,12.9084491,77.537781,3928.5714285714284,10.338736498754287,72
Built-up  Area,16-Mar,kanakpura road,2.0,Prestige Shantiniketan,2200.0,2,0,62.0,12.8857667,77.5527529,2818.181818181818,11.419297796997913,422
Super built-up  Area,Ready To Move,thanisandra,3.0,MenueNo,1430.0,2,2,56.0,13.054713,77.6339258,3916.083916083916,9.289278965405718,730
Built-up  Area,Ready To Move,vidyaranyapura,2.0,Prestige Shantiniketan,1060.0,2,2,55.0,13.0766407,77.5577315,5188.679245283019,12.151535610482382,771
Built-up  Area,Ready To Move,cambridge  road,3.0,Prestige Shantiniketan,1000.0,2,0,110.0,12.9649217,77.6281487,11000.0,2.9754111984411695,167
Super built-up  Area,Ready To Move,sector 7 hsr layout,3.0,Saitya ,1760.0,3,2,145.0,12.9100092,77.6351171,8238.636363636364,8.105760244090378,661
Super built-up  Area,Ready To Move,whitefield,3.0,Suent V,2010.0,3,3,92.0,12.9963995,77.7614229,4577.114427860696,17.298373199811177,792
Super built-up  Area,Ready To Move,kanakpura road,3.0,Wiowsri,1480.0,2,2,64.23,12.8857667,77.5527529,4339.864864864865,11.419297796997913,422
Super built-up  Area,18-Jun,8th phase jp nagar,3.0,Prestige Shantiniketan,1230.0,2,2,43.5,12.9104194,77.5952151,3536.5853658536585,7.34097991774864,36
Super built-up  Area,Ready To Move,gottigere,3.0,Prestige Shantiniketan,1300.0,3,3,65.0,12.8565317,77.5877237,5000.0,13.357328311477676,287
Super built-up  Area,Ready To Move,frazer town,4.0,Meentan,4850.0,6,2,385.0,12.9975851,77.6136744,7938.144329896907,2.6099395375462424,262
Super built-up  Area,Ready To Move,singasandra,2.0,GRe 2iv,1100.0,2,1,52.0,12.8810223,77.6490068,4727.272727272727,11.649208331221926,686
Super built-up  Area,Ready To Move,harlur,3.0,SosicCl,1752.12,3,2,116.0,12.9144629,77.6636976,6620.551103805676,9.473654657559626,318
Super built-up  Area,Ready To Move,marathahalli,2.0,Prestige Shantiniketan,957.0,2,1,46.9,12.9552572,77.6984163,4900.73145245559,10.579390364599004,513
Built-up  Area,Ready To Move,hennur gardens,3.0,PlhtsHe,1942.0,3,2,102.0,13.0376905,77.6432902,5252.317198764161,8.058953538990899,329
Built-up  Area,Ready To Move,ashirvad colony,2.0,Swhtsna,1000.0,2,2,53.0,12.9398513,77.5740326,5300.0,5.132647267198998,76
Super built-up  Area,Ready To Move,yeshwanthpur,1.0,IBityin,668.0,1,1,36.85,13.0176937,77.5555009,5516.4670658682635,6.918144583373172,803
Super built-up  Area,Ready To Move,uttarahalli,2.0,Prestige Shantiniketan,1089.0,2,1,43.55,12.9055682,77.5455438,3999.0817263544536,10.025399826859365,748
Super built-up  Area,Ready To Move,thanisandra,3.0,R ra  R,1800.0,3,3,90.0,13.054713,77.6339258,5000.0,9.289278965405718,730
Super built-up  Area,Ready To Move,yelahanka new town,1.0,Prestige Shantiniketan,960.0,2,1,18.0,13.0978039,77.5811889,1875.0,13.654357666300875,800
Super built-up  Area,Ready To Move,yelahanka,2.0,Pyikad ,1036.0,2,3,39.35,13.1006982,77.5963454,3798.262548262548,13.782932785971552,799
Super built-up  Area,Ready To Move,marathahalli,3.0,PueraRi,1583.0,3,3,105.0,12.9552572,77.6984163,6632.975363234365,10.579390364599004,513
Built-up  Area,Ready To Move,7th phase jp nagar,4.0,Prestige Shantiniketan,3300.0,4,0,150.0,12.9119693,77.5882043,4545.454545454545,7.302975983380769,33
Super built-up  Area,Ready To Move,padmanabhanagar,2.0,Bhise P,1100.0,2,2,65.0,12.9181023,77.5576638,5909.090909090909,8.122453468666519,576
Super built-up  Area,Ready To Move,vittasandra,2.0,Prlla C,1246.0,2,1,65.0,12.8533901,77.6383481,5216.69341894061,14.119428216433985,787
Super built-up  Area,Ready To Move,dodda nekkundi,2.0,SaisePa,850.0,2,3,28.0,12.9686859,77.6966093,3294.1176470588234,10.158733786599168,227
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,GrrvaGr,1196.0,2,2,51.51,12.932582,77.5162034,4306.8561872909695,10.616098723136094,607
Super built-up  Area,Ready To Move,thanisandra,3.0,Soitya ,1697.0,3,2,114.0,13.054713,77.6339258,6717.737183264585,9.289278965405718,730
Built-up  Area,Ready To Move,tc palaya,2.0,Prestige Shantiniketan,1000.0,2,0,64.0,13.0106104,77.6932665,6400.0,10.47236211965809,725
Super built-up  Area,Ready To Move,hrbr layout,3.0,Prestige Shantiniketan,1567.0,3,3,90.0,13.0204703,77.6241642,5743.458838544991,5.385344611133338,352
Plot  Area,19-Jan,anekal,2.0,Prestige Shantiniketan,1200.0,1,1,36.0,12.7836552,77.7461411,3000.0,26.35465080365035,66
Plot  Area,Ready To Move,sarjapur  road,4.0,Co IIla,3750.0,6,3,290.0,12.9239942,77.6530304,7733.333333333333,7.912154314694237,653
Super built-up  Area,Ready To Move,veerannapalya,2.0,Prestige Shantiniketan,950.0,2,2,45.0,13.0424788,77.613342,4736.8421052631575,7.401998494185344,762
Super built-up  Area,Ready To Move,kammasandra,2.0,PaigeMa,1018.0,2,0,23.45,12.8607619,77.7415192,2303.5363457760313,19.706975429997165,416
Plot  Area,Ready To Move,basavanagara,4.0,Prestige Shantiniketan,2000.0,3,2,25.0,12.9667792,77.6828496,1250.0,8.694933708846298,117
Super built-up  Area,Ready To Move,bharathi nagar,2.0,FoapeWa,1322.0,2,2,68.0,12.9891582,77.6117355,5143.721633888048,1.69147639241772,139
Plot  Area,Ready To Move,marsur,4.0,AreraRe,1800.0,4,2,145.0,12.7541941,77.7146318,8055.555555555556,27.382201646145013,515
Super built-up  Area,Ready To Move,doddakallasandra,3.0,Prestige Shantiniketan,1460.0,2,2,58.39,12.8857355,77.5557448,3999.3150684931506,11.270017189088888,233
Super built-up  Area,18-May,srinivasapura,2.0,Prestige Shantiniketan,990.0,2,1,44.55,13.1062092,77.6239014,4500.0,14.544642688407414,700
Built-up  Area,Ready To Move,cambridge layout,3.0,Sancybr,2400.0,3,1,260.0,12.9701231,77.6277757,10833.333333333334,2.7420397848735476,168
Super built-up  Area,Ready To Move,whitefield,3.0,Lallere,1635.0,2,2,85.0,12.9963995,77.7614229,5198.7767584097855,17.298373199811177,792
Built-up  Area,Ready To Move,padmanabhanagar,4.0,Prestige Shantiniketan,3400.0,3,1,210.0,12.9181023,77.5576638,6176.470588235294,8.122453468666519,576
Super built-up  Area,Ready To Move,maragondanahalli,3.0,ArnzaFi,1533.0,3,2,85.0,13.0376489,77.6922232,5544.683626875408,11.79491328663777,511
Super built-up  Area,Ready To Move,akshaya nagar,3.0,Hiows C,1720.0,3,1,134.0,13.0195427,77.6831272,7790.697674418605,9.893619787864791,49
Super built-up  Area,Ready To Move,frazer town,3.0,Prestige Shantiniketan,2000.0,3,1,200.0,12.9975851,77.6136744,10000.0,2.6099395375462424,262
Super built-up  Area,18-Aug,yeshwanthpur,2.0,Aroomba,1185.0,2,2,75.84,13.0176937,77.5555009,6400.0,6.918144583373172,803
Super built-up  Area,19-Dec,varthur road,2.0,Prestige Shantiniketan,900.0,2,1,27.0,12.9561094,77.7295767,3000.0,13.881835167125042,755
Built-up  Area,Ready To Move,attibele,1.0,Jae 1hu,395.0,1,1,10.25,12.7751249,77.7709216,2594.9367088607596,28.745847438159416,81
Super built-up  Area,Ready To Move,electronic city phase ii,2.0,Brods W,1031.0,2,1,56.35,12.8463512,77.6690975,5465.56741028128,16.05187259186422,256
Super built-up  Area,Ready To Move,thanisandra,4.0,G conTh,2650.0,4,2,240.0,13.054713,77.6339258,9056.603773584906,9.289278965405718,730
Super built-up  Area,Ready To Move,uttarahalli,3.0,SLnssPr,1330.0,2,2,46.55,12.9055682,77.5455438,3500.0,10.025399826859365,748
Super built-up  Area,Ready To Move,hennur,2.0,Exitym ,1259.0,2,2,57.0,13.037077,77.6413572,4527.4027005559965,7.890121916357726,327
Built-up  Area,Ready To Move,raja rajeshwari nagar,3.0,GRvanun,1570.0,3,2,88.0,12.932582,77.5162034,5605.095541401274,10.616098723136094,607
Super built-up  Area,18-May,whitefield,2.0,Prtates,1216.0,2,1,79.0,12.9963995,77.7614229,6496.710526315789,17.298373199811177,792
Super built-up  Area,Ready To Move,sarjapur  road,3.0,Srisei ,1428.0,2,2,66.0,12.9239942,77.6530304,4621.848739495798,7.912154314694237,653
Super built-up  Area,Ready To Move,begur road,2.0,Prestige Shantiniketan,1160.0,2,2,40.59,12.9068424,77.6283318,3499.1379310344832,8.150033758680694,126
Super built-up  Area,Ready To Move,doddakannelli,3.0,SastyDy,1475.0,3,2,70.0,12.9115381,77.6934164,4745.762711864407,12.122278151514532,235
Super built-up  Area,Ready To Move,harlur,3.0,Prestige Shantiniketan,1754.0,3,2,135.0,12.9144629,77.6636976,7696.693272519954,9.473654657559626,318
Super built-up  Area,18-Feb,rayasandra,3.0,Prestige Shantiniketan,1639.0,3,1,83.0,12.8795774,77.6719842,5064.063453325199,13.040356894293803,625
Super built-up  Area,19-Mar,hennur road,3.0,Puachal,1804.0,3,2,102.0,13.033236,77.6314559,5654.10199556541,7.000368584465666,330
Plot  Area,18-Aug,whitefield,3.0,Prestige Shantiniketan,1200.0,3,2,56.2,12.9963995,77.7614229,4683.333333333333,17.298373199811177,792
Built-up  Area,Ready To Move,anand nagar,2.0,Prestige Shantiniketan,1135.0,2,3,55.0,13.0346991,77.5944561,4845.814977973569,6.531570329463346,62
Super built-up  Area,Ready To Move,begur road,2.0,Dhalsh ,1260.0,2,2,46.62,12.9068424,77.6283318,3700.0,8.150033758680694,126
Plot  Area,Ready To Move,peenya,5.0,Prestige Shantiniketan,1440.0,5,1,110.0,13.0329814,77.5331801,7638.888888888889,9.858244007806837,587
Built-up  Area,Ready To Move,hennur road,3.0,Asadacy,2160.0,3,2,160.0,13.033236,77.6314559,7407.407407407408,7.000368584465666,330
Super built-up  Area,Ready To Move,rachenahalli,2.0,Prestige Shantiniketan,1220.0,2,2,59.5,13.0588586,77.6232576,4877.049180327869,9.386585596000723,601
Super built-up  Area,Ready To Move,yelahanka,2.0,Chara N,1300.0,2,3,65.0,13.1006982,77.5963454,5000.0,13.782932785971552,799
Super built-up  Area,Ready To Move,cox town,1.0,EGdiaAr,605.0,1,1,29.0,12.9954832,77.6239259,4793.388429752066,3.084043029259727,204
Built-up  Area,Ready To Move,amruthahalli,2.0,Prestige Shantiniketan,924.0,2,1,45.0,13.0656864,77.6007336,4870.12987012987,9.892794737088028,59
Super built-up  Area,18-Nov,kaikondrahalli,2.0,Prestige Shantiniketan,1000.0,2,1,30.0,12.9138348,77.6775268,3000.0,10.612549507916667,405
Super built-up  Area,21-Dec,kanakpura road,2.0,PrarePa,700.0,2,1,35.0,12.8857667,77.5527529,5000.0,11.419297796997913,422
Super built-up  Area,Ready To Move,kothanur,2.0,Prestige Shantiniketan,1187.0,2,2,58.0,13.0613601,77.6493895,4886.2679022746415,10.655945836094778,459
